state,year,month,BARLEY,CORN,OATS,SOYBEANS
Kansas,2006,4,,2.17,1.55,5.23
Kansas,2006,5,,2.17,1.77,5.44
Kansas,2006,6,,2.17,1.76,5.48
Kansas,2006,7,,2.35,1.57,5.49
Kansas,2006,8,,2.23,1.98,5.34
Kansas,2006,9,,2.42,1.66,5.17
Kansas,2006,10,,2.79,1.69,5.46
Kansas,2006,11,,3.15,,6.06
Kansas,2006,12,,3.38,,6.1
Kansas,2007,1,,3.38,2.03,6.27
Kansas,2007,2,,3.94,2.64,6.84
Kansas,2007,3,,3.74,2.8,6.93
Kansas,2007,4,,3.58,2.94,6.86
Kansas,2007,5,,3.58,2.86,7.06
Kansas,2007,6,,3.89,2.81,7.58
Kansas,2007,7,,3.63,2.41,7.9
Kansas,2007,8,,3.26,2.95,7.88
Kansas,2007,9,,3.44,2.82,8.47
Kansas,2007,10,,3.53,,8.61
Kansas,2007,11,,3.63,,9.4
Kansas,2007,12,,3.98,2.93,10.3
Kansas,2008,1,,4.37,,10.6
Kansas,2008,2,,4.86,2.96,12.1
Kansas,2008,3,,5.08,2.74,12.3
Kansas,2008,4,,5.47,,12.3
Kansas,2008,5,,5.66,,12.6
Kansas,2008,6,,6.26,3.6,13.7
Kansas,2008,7,,5.97,3.15,14.5
Kansas,2008,8,,5.37,2.8,13.1
Kansas,2008,9,,5.02,2.62,11.4
Kansas,2008,10,,4.93,,9.69
Kansas,2008,11,,4.53,3.25,8.83
Kansas,2008,12,,3.72,,8.33
Kansas,2009,1,,4.15,,9.38
Kansas,2009,2,,3.54,2.67,9.26
Kansas,2009,3,,3.6,2.22,8.93
Kansas,2009,4,,3.7,2.3,9.63
Kansas,2009,5,,3.93,2.98,10.6
Kansas,2009,6,,3.92,2.86,11.5
Kansas,2009,7,,3.3,1.94,10.8
Kansas,2009,8,,3.13,,10.7
Kansas,2009,9,,3.18,,9.46
Kansas,2009,10,,3.51,,9.11
Kansas,2009,11,,3.61,,9.37
Kansas,2009,12,,3.53,,9.72
Kansas,2010,1,,3.59,,9.53
Kansas,2010,2,,3.39,,9.17
Kansas,2010,3,,3.52,,9.24
Kansas,2010,4,,3.26,,9.39
Kansas,2010,5,,3.4,,9.35
Kansas,2010,6,,3.24,,9.28
Kansas,2010,7,,3.41,,9.83
Kansas,2010,8,,3.67,,10.2
Kansas,2010,9,,4.09,,9.82
Kansas,2010,10,,4.47,,10.5
Kansas,2010,11,,4.72,,11.5
Kansas,2010,12,,5.18,,12.2
Kansas,2011,1,,5.34,,12.6
Kansas,2011,2,,6.11,,13.2
Kansas,2011,3,,6.08,,12.9
Kansas,2011,4,,6.82,,13.2
Kansas,2011,5,,6.56,,13.5
Kansas,2011,6,,7.04,,13.7
Kansas,2011,7,,6.93,,13.4
Kansas,2011,8,,6.89,,13.5
Kansas,2011,9,,6.08,,12.1
Kansas,2011,10,,5.98,,11.6
Kansas,2011,11,,6.08,,11.3
Kansas,2011,12,,6.07,,11.0
Kansas,2012,1,,6.24,,11.5
Kansas,2012,2,,6.35,,12.0
Kansas,2012,3,,6.42,,12.9
Kansas,2012,4,,6.38,,13.6
Kansas,2012,5,,6.3,,13.7
Kansas,2012,6,,6.3,,13.9
Kansas,2012,7,,7.4,,15.5
Kansas,2012,8,,7.45,,16.6
Kansas,2012,9,,6.87,,14.4
Kansas,2012,10,,7.13,,14.3
Kansas,2012,11,,7.09,,14.1
Kansas,2012,12,,7.15,,14.1
Kansas,2013,1,,7.11,,14.0
Kansas,2013,2,,7.19,,14.5
Kansas,2013,3,,7.3,,14.4
Kansas,2013,4,,6.84,,14.0
Kansas,2013,5,,7.0,,14.6
Kansas,2013,6,,7.11,,14.9
Kansas,2013,7,,6.7,,15.0
Kansas,2013,8,,6.13,,13.9
Kansas,2013,9,,5.13,,13.1
Kansas,2013,10,,4.74,,12.4
Kansas,2013,11,,4.38,,12.5
Kansas,2013,12,,4.43,,12.8
Kansas,2014,1,,4.43,,12.6
Kansas,2014,2,,4.43,,13.2
Kansas,2014,3,,4.67,,13.5
Kansas,2014,4,,4.8,,14.4
Kansas,2014,5,,4.79,,14.5
Kansas,2014,6,,4.56,,14.4
Kansas,2014,7,,4.14,,13.0
Kansas,2014,8,,3.63,,13.1
Kansas,2014,9,,3.38,,10.5
Kansas,2014,10,,3.71,,9.5
Kansas,2014,11,,3.75,,9.73
Kansas,2014,12,,3.9,,9.75
Kansas,2015,1,,3.94,,9.78
Kansas,2015,2,,3.82,,9.61
Kansas,2015,3,,3.91,,9.39
Kansas,2015,4,,3.86,,9.29
Kansas,2015,5,,3.81,,9.35
Kansas,2015,6,,3.74,,9.38
Kansas,2015,7,,4.04,,9.79
Kansas,2015,8,,3.8,,9.29
Kansas,2015,9,,3.88,,8.71
Kansas,2015,10,,3.85,,8.45
Kansas,2015,11,,3.73,,8.21
Kansas,2015,12,,3.63,,8.27
Kansas,2016,1,,3.61,,8.25
Kansas,2016,2,,3.62,,8.33
Kansas,2016,3,,3.5,,8.38
Kansas,2016,4,,3.54,,9.01
Kansas,2016,5,,3.86,,9.66
Kansas,2016,6,,4.03,,10.3
Kansas,2016,7,,3.44,,10.4
Kansas,2016,8,,3.25,,9.73
Kansas,2016,9,,3.08,,9.44
Kansas,2016,10,,3.18,,9.09
Kansas,2016,11,,3.09,,9.37
Kansas,2016,12,,3.05,,9.39
Kansas,2017,1,,3.19,,9.41
Kansas,2017,2,,3.33,,9.64
Kansas,2017,3,,3.34,,9.37
Kansas,2017,4,,3.34,,8.88
Kansas,2017,5,,3.43,,9.07
Kansas,2017,6,,3.51,,8.74
Kansas,2017,7,,3.39,,9.04
Kansas,2017,8,,3.3,,9.14
Kansas,2017,9,,3.23,,8.86
Kansas,2017,10,,3.23,,8.92
Kansas,2017,11,,3.14,,8.9
Kansas,2017,12,,3.14,,8.9
Kansas,2018,1,,3.2,,8.9
Kansas,2018,2,,3.33,,9.19
Kansas,2018,3,,3.52,,9.58
Kansas,2018,4,,3.57,,9.56
Kansas,2018,5,,3.69,,9.59
Kansas,2018,6,,3.6,,9.64
Kansas,2018,7,,3.55,,8.84
Kansas,2018,8,,3.53,,8.5
Kansas,2018,9,,3.47,,7.97
Kansas,2018,10,,3.52,,7.93
Kansas,2018,11,,3.47,,7.78
Kansas,2018,12,,3.58,,7.98
Kansas,2019,1,,3.61,,8.1
Kansas,2019,2,,3.64,,8.18
Kansas,2019,3,,3.54,,8.05
Kansas,2019,4,,3.48,,8.01
Kansas,2019,5,,3.58,,7.57
Kansas,2019,6,,4.04,,8.08
Kansas,2019,7,,4.09,,8.07
Kansas,2019,8,,3.84,,8.0
Kansas,2019,9,,3.77,,7.9
Kansas,2019,10,,3.76,,8.3
Kansas,2019,11,,3.58,,8.24
Kansas,2019,12,,3.57,,8.3
Kansas,2020,1,,3.67,,8.55
Kansas,2020,2,,3.66,,8.31
Kansas,2020,3,,3.58,,8.19
Kansas,2020,4,,3.26,,8.1
Kansas,2020,5,,3.11,,7.88
Kansas,2020,6,,3.19,,8.14
Kansas,2020,7,,3.31,,8.42
Kansas,2020,8,,3.25,,8.51
Kansas,2020,9,,3.5,,9.02
Kansas,2020,10,,3.75,,9.53
Kansas,2020,11,,3.99,,10.4
Kansas,2020,12,,4.17,,10.9
Kansas,2021,1,,4.59,,12.1
Kansas,2021,2,,4.94,,12.9
Kansas,2021,3,,5.03,,13.3
Kansas,2021,4,,5.71,,14.3
Kansas,2021,5,,6.08,,15.2
Kansas,2021,6,,6.21,,14.5
Kansas,2021,7,,6.2,,14.4
Kansas,2021,8,,6.12,,13.6
Kansas,2021,9,,5.15,,12.2
Kansas,2021,10,,5.2,,11.9
Kansas,2021,11,,5.53,,11.9
Kansas,2021,12,,5.78,,12.4
Kansas,2022,1,,5.96,,13.3
Kansas,2022,2,,6.4,,14.8
Kansas,2022,3,,6.91,,15.7
Kansas,2022,4,,7.4,,15.9
Kansas,2022,5,,7.69,,16.1
Kansas,2022,6,,7.82,,16.2
Kansas,2022,7,,7.46,5.51,15.3
Kansas,2022,8,,7.35,3.91,15.0
Kansas,2022,9,,7.02,5.04,14.2
Kansas,2022,10,,7.15,,13.6
Kansas,2022,11,,7.16,,14.2
Kansas,2022,12,,7.26,,14.6
Kentucky,2000,1,,2.17,,4.85
Kentucky,2000,2,,2.23,,5.06
Kentucky,2000,3,,2.26,,5.16
Kentucky,2000,4,,2.29,,5.29
Kentucky,2000,5,,2.35,,5.4
Kentucky,2000,6,,2.19,,5.12
Kentucky,2000,7,,1.85,,4.66
Kentucky,2000,8,,1.95,,4.74
Kentucky,2000,9,,1.85,,4.81
Kentucky,2000,10,,1.85,,4.62
Kentucky,2000,11,,2.0,,4.58
Kentucky,2000,12,,2.23,,4.94
Kentucky,2001,1,,2.18,,4.88
Kentucky,2001,2,,2.28,,4.67
Kentucky,2001,3,,2.2,,4.56
Kentucky,2001,4,,2.08,,4.38
Kentucky,2001,5,,2.08,,4.47
Kentucky,2001,6,,2.07,,4.66
Kentucky,2001,7,,2.12,,5.05
Kentucky,2001,8,,2.13,,5.02
Kentucky,2001,9,,2.0,,4.57
Kentucky,2001,10,,1.9,,4.25
Kentucky,2001,11,,1.94,,4.23
Kentucky,2001,12,,2.16,,4.35
Kentucky,2002,1,,2.15,,4.45
Kentucky,2002,2,,2.14,,4.46
Kentucky,2002,3,,2.1,,4.54
Kentucky,2002,4,,1.99,,4.69
Kentucky,2002,5,,2.01,,4.78
Kentucky,2002,6,,2.14,,5.06
Kentucky,2002,7,,2.32,,5.62
Kentucky,2002,8,,2.39,,5.54
Kentucky,2002,9,,2.55,,5.56
Kentucky,2002,10,,2.46,,5.56
Kentucky,2002,11,,2.6,,5.72
Kentucky,2002,12,,2.56,,5.65
Kentucky,2003,1,,2.55,,5.77
Kentucky,2003,2,,2.7,,5.78
Kentucky,2003,3,,2.58,,5.83
Kentucky,2003,4,,2.61,,6.0
Kentucky,2003,5,,2.78,,6.25
Kentucky,2003,6,,2.72,,6.16
Kentucky,2003,7,,2.57,,5.98
Kentucky,2003,8,,2.32,,5.79
Kentucky,2003,9,,2.24,,6.05
Kentucky,2003,10,,2.27,,6.8
Kentucky,2003,11,,2.39,,7.24
Kentucky,2003,12,,2.45,,7.29
Kentucky,2004,1,,2.48,,7.25
Kentucky,2004,2,,2.74,,8.11
Kentucky,2004,3,,2.9,,9.04
Kentucky,2004,4,,3.09,,9.82
Kentucky,2004,5,,3.06,,8.94
Kentucky,2004,6,,3.05,,9.12
Kentucky,2004,7,,2.71,,8.71
Kentucky,2004,8,,2.4,,6.59
Kentucky,2004,9,,2.33,,6.01
Kentucky,2004,10,,2.16,,5.76
Kentucky,2004,11,,2.11,,5.65
Kentucky,2004,12,,2.12,,5.61
Kentucky,2005,1,,2.37,,5.82
Kentucky,2005,2,,2.13,,5.65
Kentucky,2005,3,,2.2,,6.12
Kentucky,2005,4,,2.19,,6.17
Kentucky,2005,5,,2.21,,6.49
Kentucky,2005,6,,2.26,,6.84
Kentucky,2005,7,,2.35,,6.87
Kentucky,2005,8,,2.21,,6.32
Kentucky,2005,9,,2.05,,5.6
Kentucky,2005,10,,1.89,,5.7
Kentucky,2005,11,,1.99,,5.74
Kentucky,2005,12,,2.11,,5.98
Kentucky,2006,1,,2.21,,6.11
Kentucky,2006,2,,2.25,,5.96
Kentucky,2006,3,,2.33,,5.79
Kentucky,2006,4,,2.36,,5.65
Kentucky,2006,5,,2.46,,5.88
Kentucky,2006,6,,2.46,,5.83
Kentucky,2006,7,,2.43,,5.79
Kentucky,2006,8,,2.37,,5.5
Kentucky,2006,9,,2.34,,5.37
Kentucky,2006,10,,2.63,,5.85
Kentucky,2006,11,,3.15,,6.41
Kentucky,2006,12,,3.26,,6.49
Kentucky,2007,1,,3.12,,6.5
Kentucky,2007,2,,3.8,,7.07
Kentucky,2007,3,,3.84,,6.98
Kentucky,2007,4,,3.58,,7.11
Kentucky,2007,5,,3.7,,7.38
Kentucky,2007,6,,3.87,,7.71
Kentucky,2007,7,,3.69,,7.98
Kentucky,2007,8,,3.35,,8.01
Kentucky,2007,9,,3.32,,8.51
Kentucky,2007,10,,3.39,,8.78
Kentucky,2007,11,,3.74,,9.0
Kentucky,2007,12,,4.06,,10.3
Kentucky,2008,1,,4.01,,9.95
Kentucky,2008,2,,4.61,,12.1
Kentucky,2008,3,,4.83,,12.4
Kentucky,2008,4,,5.08,,12.0
Kentucky,2008,5,,5.46,,13.1
Kentucky,2008,6,,5.7,,
Kentucky,2008,7,,6.13,,
Kentucky,2008,8,,5.58,,
Kentucky,2008,9,,4.78,,10.8
Kentucky,2008,10,,4.5,,9.38
Kentucky,2008,11,,4.38,,9.6
Kentucky,2008,12,,4.31,,9.83
Kentucky,2009,1,,4.74,,10.2
Kentucky,2009,2,,4.37,,10.1
Kentucky,2009,3,,4.1,,9.79
Kentucky,2009,4,,4.09,,10.1
Kentucky,2009,5,,4.18,,10.9
Kentucky,2009,6,,4.39,,11.8
Kentucky,2009,7,,3.79,,10.9
Kentucky,2009,8,,3.46,,11.4
Kentucky,2009,9,,3.42,,9.8
Kentucky,2009,10,,3.58,,9.51
Kentucky,2009,11,,3.62,,9.63
Kentucky,2009,12,,3.81,,10.3
Kentucky,2010,1,,3.86,,10.1
Kentucky,2010,2,,3.88,,10.0
Kentucky,2010,3,,3.87,,9.66
Kentucky,2010,4,,3.67,,9.76
Kentucky,2010,5,,3.77,,9.61
Kentucky,2010,6,,3.75,,9.62
Kentucky,2010,7,,3.75,,10.0
Kentucky,2010,8,,3.84,,10.0
Kentucky,2010,9,,4.11,,9.79
Kentucky,2010,10,,4.62,,10.7
Kentucky,2010,11,,5.0,,11.4
Kentucky,2010,12,,4.76,,11.4
Kentucky,2011,1,,4.81,,11.5
Kentucky,2011,2,,5.6,,12.6
Kentucky,2011,3,,5.76,,13.0
Kentucky,2011,4,,6.61,,13.6
Kentucky,2011,5,,6.9,,13.6
Kentucky,2011,6,,7.28,,13.8
Kentucky,2011,7,,7.19,,13.7
Kentucky,2011,8,,6.38,,13.5
Kentucky,2011,9,,6.01,,12.6
Kentucky,2011,10,,5.96,,12.0
Kentucky,2011,11,,6.1,,12.1
Kentucky,2011,12,,6.24,,11.7
Kentucky,2012,1,,6.13,,12.3
Kentucky,2012,2,,6.51,,12.5
Kentucky,2012,3,,6.7,,13.1
Kentucky,2012,4,,6.62,,14.2
Kentucky,2012,5,,6.64,,14.5
Kentucky,2012,6,,6.57,,13.8
Kentucky,2012,7,,7.24,,16.4
Kentucky,2012,8,,7.04,,16.4
Kentucky,2012,9,,6.75,,14.8
Kentucky,2012,10,,6.82,,14.3
Kentucky,2012,11,,7.15,,14.4
Kentucky,2012,12,,6.99,,14.5
Kentucky,2013,1,,7.0,,14.5
Kentucky,2013,2,,7.18,,14.6
Kentucky,2013,3,,7.02,,15.0
Kentucky,2013,4,,7.29,,14.6
Kentucky,2013,5,,7.08,,15.1
Kentucky,2013,6,,7.26,,15.5
Kentucky,2013,7,,6.89,,
Kentucky,2013,8,,6.1,,13.6
Kentucky,2013,9,,5.11,,13.3
Kentucky,2013,10,,4.35,,12.6
Kentucky,2013,11,,4.5,,13.0
Kentucky,2013,12,,4.74,,13.2
Kentucky,2014,1,,4.56,,13.2
Kentucky,2014,2,,4.65,,13.5
Kentucky,2014,3,,4.79,,13.8
Kentucky,2014,4,,4.95,,14.4
Kentucky,2014,5,,5.02,,14.8
Kentucky,2014,6,,4.87,,14.6
Kentucky,2014,7,,4.45,,13.3
Kentucky,2014,8,,4.1,,12.7
Kentucky,2014,9,,3.81,,10.5
Kentucky,2014,10,,3.52,,10.4
Kentucky,2014,11,,3.65,,10.5
Kentucky,2014,12,,3.95,,10.7
Kentucky,2015,1,,4.08,,10.6
Kentucky,2015,2,,4.13,,10.2
Kentucky,2015,3,,4.2,,10.3
Kentucky,2015,4,,4.09,,10.2
Kentucky,2015,5,,3.86,,10.1
Kentucky,2015,6,,3.88,,9.95
Kentucky,2015,7,,4.12,,10.2
Kentucky,2015,8,,4.06,,9.95
Kentucky,2015,9,,3.78,,9.19
Kentucky,2015,10,,3.77,,9.29
Kentucky,2015,11,,3.76,,9.07
Kentucky,2015,12,,3.91,,9.19
Kentucky,2016,1,,3.95,,9.23
Kentucky,2016,2,,3.96,,9.04
Kentucky,2016,3,,3.85,,8.84
Kentucky,2016,4,,3.89,,9.4
Kentucky,2016,5,,4.01,,10.2
Kentucky,2016,6,,4.08,,10.7
Kentucky,2016,7,,3.91,,10.6
Kentucky,2016,8,,3.59,,10.2
Kentucky,2016,9,,3.51,,9.86
Kentucky,2016,10,,3.51,,9.69
Kentucky,2016,11,,3.59,,9.79
Kentucky,2016,12,,3.8,,9.97
Kentucky,2017,1,,3.8,,10.0
Kentucky,2017,2,,3.91,,10.2
Kentucky,2017,3,,3.93,,10.1
Kentucky,2017,4,,3.82,,9.76
Kentucky,2017,5,,3.76,,9.61
Kentucky,2017,6,,3.84,,9.25
Kentucky,2017,7,,3.91,,9.78
Kentucky,2017,8,,3.63,,9.55
Kentucky,2017,9,,3.52,,9.53
Kentucky,2017,10,,3.39,,9.54
Kentucky,2017,11,,3.37,,9.49
Kentucky,2017,12,,3.57,,9.65
Kentucky,2018,1,,3.72,,9.66
Kentucky,2018,2,,3.75,,9.85
Kentucky,2018,3,,3.81,,10.1
Kentucky,2018,4,,3.87,,10.2
Kentucky,2018,5,,3.95,,10.2
Kentucky,2018,6,,3.97,,10.3
Kentucky,2018,7,,3.81,,9.84
Kentucky,2018,8,,3.69,,8.78
Kentucky,2018,9,,3.61,,9.22
Kentucky,2018,10,,3.58,,8.73
Kentucky,2018,11,,3.66,,8.67
Kentucky,2018,12,,3.84,,8.76
Kentucky,2019,1,,3.85,,9.06
Kentucky,2019,2,,3.71,,8.92
Kentucky,2019,3,,3.89,,8.74
Kentucky,2019,4,,3.82,,8.68
Kentucky,2019,5,,3.86,,8.28
Kentucky,2019,6,,4.19,,8.65
Kentucky,2019,7,,4.4,,8.75
Kentucky,2019,8,,4.21,,8.46
Kentucky,2019,9,,3.89,,8.5
Kentucky,2019,10,,4.04,,8.89
Kentucky,2019,11,,3.96,,9.06
Kentucky,2019,12,,4.07,,9.11
Kentucky,2020,1,,4.11,,9.22
Kentucky,2020,2,,4.16,,9.0
Kentucky,2020,3,,4.11,,8.99
Kentucky,2020,4,,3.76,,8.63
Kentucky,2020,5,,3.44,,8.52
Kentucky,2020,6,,3.51,,8.71
Kentucky,2020,7,,3.77,,8.98
Kentucky,2020,8,,3.43,,9.16
Kentucky,2020,9,,3.56,,9.51
Kentucky,2020,10,,3.7,,9.69
Kentucky,2020,11,,4.19,,10.2
Kentucky,2020,12,,4.08,,10.3
Kentucky,2021,1,,4.23,,10.8
Kentucky,2021,2,,4.67,,12.1
Kentucky,2021,3,,4.87,,12.6
Kentucky,2021,4,,5.44,,13.1
Kentucky,2021,5,,5.88,,14.1
Kentucky,2021,6,,6.16,,13.8
Kentucky,2021,7,,6.02,,14.0
Kentucky,2021,8,,6.35,,13.3
Kentucky,2021,9,,5.01,,11.8
Kentucky,2021,10,,5.02,,12.0
Kentucky,2021,11,,5.29,,12.1
Kentucky,2021,12,,5.3,,12.4
Kentucky,2022,1,,5.49,,12.8
Kentucky,2022,2,,6.09,,14.1
Kentucky,2022,3,,6.49,,14.8
Kentucky,2022,4,,6.67,,15.6
Kentucky,2022,5,,6.88,,16.0
Kentucky,2022,6,,7.21,,16.9
Kentucky,2022,7,,7.16,,15.9
Kentucky,2022,8,,7.14,,15.0
Kentucky,2022,9,,6.5,,14.5
Kentucky,2022,10,,6.56,,13.5
Kentucky,2022,11,,6.69,,14.0
Kentucky,2022,12,,6.72,,14.4
Louisiana,2000,1,,,,4.84
Louisiana,2000,2,,,,4.92
Louisiana,2000,3,,,,5.08
Louisiana,2000,4,,,,5.22
Louisiana,2000,5,,,,5.27
Louisiana,2000,6,,,,4.61
Louisiana,2000,7,,,,4.41
Louisiana,2000,8,,,,5.11
Louisiana,2000,9,,,,5.11
Louisiana,2000,10,,,,4.88
Louisiana,2000,11,,,,4.8
Louisiana,2000,12,,,,4.97
Louisiana,2001,1,,,,4.83
Louisiana,2001,2,,,,4.6
Louisiana,2001,3,,,,4.36
Louisiana,2001,4,,,,4.3
Louisiana,2001,5,,,,4.37
Louisiana,2001,6,,,,4.5
Louisiana,2001,7,,,,5.19
Louisiana,2001,8,,,,4.7
Louisiana,2001,9,,,,4.76
Louisiana,2001,10,,,,4.29
Louisiana,2001,11,,,,4.25
Louisiana,2001,12,,,,4.29
Louisiana,2002,1,,,,4.32
Louisiana,2002,2,,,,4.4
Louisiana,2002,3,,,,4.41
Louisiana,2002,4,,,,4.45
Louisiana,2002,7,,,,5.51
Louisiana,2002,8,,,,5.86
Louisiana,2002,9,,,,5.63
Louisiana,2002,10,,,,5.42
Louisiana,2002,11,,,,5.46
Louisiana,2002,12,,,,5.43
Louisiana,2003,1,,,,5.46
Louisiana,2003,2,,,,5.61
Louisiana,2003,4,,,,5.96
Louisiana,2003,8,,,,5.81
Louisiana,2003,9,,,,6.09
Louisiana,2003,10,,,,7.03
Louisiana,2003,11,,,,7.41
Louisiana,2003,12,,,,7.38
Louisiana,2004,1,,,,7.46
Louisiana,2004,2,,,,8.41
Louisiana,2004,8,,,,7.3
Louisiana,2004,9,,,,6.59
Louisiana,2004,10,,,,5.8
Louisiana,2004,11,,,,5.75
Louisiana,2004,12,,,,5.57
Louisiana,2005,1,,,,5.93
Louisiana,2005,2,,,,5.59
Louisiana,2005,3,,,,6.51
Louisiana,2005,4,,,,6.11
Louisiana,2005,5,,,,6.22
Louisiana,2005,6,,,,6.92
Louisiana,2005,8,,,,6.17
Louisiana,2005,9,,,,6.02
Louisiana,2005,10,,,,5.94
Louisiana,2005,11,,,,5.9
Louisiana,2005,12,,,,5.93
Louisiana,2006,1,,,,6.03
Louisiana,2006,2,,,,5.92
Louisiana,2006,3,,,,5.74
Louisiana,2006,4,,,,5.54
Louisiana,2006,5,,,,5.85
Louisiana,2006,6,,,,5.78
Louisiana,2006,7,,,,5.81
Louisiana,2006,8,,,,5.68
Louisiana,2006,9,,,,5.5
Louisiana,2006,10,,,,5.87
Louisiana,2006,11,,,,6.21
Louisiana,2006,12,,,,6.34
Louisiana,2007,1,,,,6.29
Louisiana,2007,2,,,,6.92
Louisiana,2007,4,,,,7.12
Louisiana,2007,5,,,,6.82
Louisiana,2007,6,,,,7.37
Louisiana,2007,7,,,,7.25
Louisiana,2007,8,,,,7.41
Louisiana,2007,9,,,,8.12
Louisiana,2007,10,,,,8.25
Louisiana,2007,11,,,,8.46
Louisiana,2007,12,,,,8.82
Louisiana,2008,1,,,,8.89
Louisiana,2008,2,,,,9.31
Louisiana,2008,3,,,,11.6
Louisiana,2008,4,,,,11.7
Louisiana,2008,7,,,,11.0
Louisiana,2008,8,,,,9.85
Louisiana,2008,9,,,,9.89
Louisiana,2008,10,,,,9.22
Louisiana,2008,11,,,,9.59
Louisiana,2008,12,,,,9.12
Louisiana,2009,1,,,,9.54
Louisiana,2009,2,,,,9.44
Louisiana,2009,3,,,,9.12
Louisiana,2009,4,,,,9.38
Louisiana,2009,5,,,,10.8
Louisiana,2009,6,,,,11.3
Louisiana,2009,8,,,,10.1
Louisiana,2009,9,,,,9.72
Louisiana,2009,10,,,,9.51
Louisiana,2009,11,,,,9.6
Louisiana,2009,12,,,,9.41
Louisiana,2010,1,,,,9.99
Louisiana,2010,2,,,,9.44
Louisiana,2010,4,,,,9.32
Louisiana,2010,5,,,,9.06
Louisiana,2010,6,,,,7.68
Louisiana,2010,7,,,,9.9
Louisiana,2010,8,,,,9.75
Louisiana,2010,9,,,,10.1
Louisiana,2010,10,,,,10.8
Louisiana,2010,11,,,,12.1
Louisiana,2010,12,,,,10.3
Louisiana,2011,1,,,,10.9
Louisiana,2011,2,,,,12.5
Louisiana,2011,3,,,,13.3
Louisiana,2011,4,,,,12.0
Louisiana,2011,5,,,,12.8
Louisiana,2011,6,,,,12.5
Louisiana,2011,7,,,,12.3
Louisiana,2011,8,,,,11.8
Louisiana,2011,9,,,,12.0
Louisiana,2011,10,,,,12.0
Louisiana,2011,11,,,,11.9
Louisiana,2011,12,,,,11.7
Louisiana,2012,1,,,,12.2
Louisiana,2012,2,,,,12.6
Louisiana,2012,3,,,,12.9
Louisiana,2012,4,,,,13.9
Louisiana,2012,5,,,,13.6
Louisiana,2012,7,,,,14.2
Louisiana,2012,8,,,,13.9
Louisiana,2012,9,,,,15.0
Louisiana,2012,10,,,,14.8
Louisiana,2012,11,,,,14.5
Louisiana,2012,12,,,,14.5
Louisiana,2013,1,,,,15.4
Louisiana,2013,2,,,,14.7
Louisiana,2013,3,,,,14.0
Louisiana,2013,4,,,,14.4
Louisiana,2013,5,,,,15.1
Louisiana,2013,6,,,,15.9
Louisiana,2013,9,,,,13.4
Louisiana,2013,10,,,,13.2
Louisiana,2013,11,,,,13.2
Louisiana,2014,2,,,,13.8
Louisiana,2014,3,,,,13.7
Louisiana,2014,4,,,,14.8
Louisiana,2014,5,,,,13.0
Louisiana,2014,7,,,,13.4
Louisiana,2014,8,,,,11.9
Louisiana,2014,9,,,,11.1
Louisiana,2014,10,,,,10.7
Louisiana,2014,11,,,,10.9
Louisiana,2014,12,,,,10.9
Louisiana,2015,1,,,,10.8
Louisiana,2015,2,,,,11.4
Louisiana,2015,3,,,,10.7
Louisiana,2015,4,,,,10.5
Louisiana,2015,5,,,,10.2
Louisiana,2015,6,,,,10.1
Louisiana,2015,7,,,,10.4
Louisiana,2015,8,,,,9.96
Louisiana,2015,9,,,,9.82
Louisiana,2015,10,,,,9.62
Louisiana,2015,11,,,,9.89
Louisiana,2015,12,,,,9.67
Louisiana,2016,1,,,,9.65
Louisiana,2016,2,,,,9.02
Louisiana,2016,3,,,,9.29
Louisiana,2016,6,,,,11.4
Louisiana,2016,7,,,,10.7
Louisiana,2016,8,,,,9.94
Louisiana,2016,9,,,,9.85
Louisiana,2016,10,,,,9.93
Louisiana,2016,11,,,,9.97
Louisiana,2016,12,,,,10.0
Louisiana,2017,1,,,,10.0
Louisiana,2017,2,,,,10.4
Louisiana,2017,3,,,,9.88
Louisiana,2017,5,,,,10.0
Louisiana,2017,7,,,,9.83
Louisiana,2017,8,,,,9.75
Louisiana,2017,9,,3.77,,9.64
Louisiana,2017,10,,3.6,,9.64
Louisiana,2017,11,,3.57,,9.72
Louisiana,2017,12,,3.64,,9.75
Louisiana,2018,1,,3.59,,9.65
Louisiana,2018,2,,3.78,,9.75
Louisiana,2018,3,,3.76,,10.0
Louisiana,2018,4,,3.82,,
Louisiana,2018,7,,3.88,,
Louisiana,2018,8,,3.88,,9.34
Louisiana,2018,9,,3.85,,9.22
Louisiana,2018,10,,3.73,,8.79
Louisiana,2018,11,,3.8,,8.82
Louisiana,2018,12,,,,9.05
Louisiana,2019,1,,3.96,,8.6
Louisiana,2019,2,,,,7.97
Louisiana,2019,3,,3.95,,8.52
Louisiana,2019,4,,,,8.06
Louisiana,2019,5,,3.88,,
Louisiana,2019,6,,,,7.04
Louisiana,2019,7,,,,8.2
Louisiana,2019,8,,4.05,,8.25
Louisiana,2019,9,,,,8.53
Louisiana,2019,10,,,,8.85
Louisiana,2019,11,,,,8.85
Louisiana,2019,12,,,,8.89
Louisiana,2020,1,,,,9.0
Louisiana,2020,2,,,,8.52
Louisiana,2020,5,,,,8.65
Louisiana,2020,6,,,,8.37
Louisiana,2020,7,,,,8.56
Louisiana,2020,8,,,,9.09
Louisiana,2020,9,,,,9.71
Louisiana,2020,10,,,,10.1
Louisiana,2020,11,,,,10.4
Louisiana,2020,12,,,,10.2
Louisiana,2021,1,,,,10.5
Louisiana,2021,2,,,,11.6
